date,county,state,fips,TAVG,TMAX,TMIN,PRCP,WIND,DEWP_mean,RH,station
2000-06-29,Dallas County,TX,48113,26.7,30.6,22.8,0.0,3.1,17.9,58.7,GHCND:USW00013960
2000-06-30,Dallas County,TX,48113,27.2,29.4,25.0,0.3,3.6,21.0,68.7,GHCND:USW00013960
2000-07-01,Dallas County,TX,48113,28.3,31.7,24.4,0.0,4.1,22.6,71.3,GHCND:USW00013960
2000-07-02,Dallas County,TX,48113,29.4,33.3,25.6,0.0,5.9,22.1,64.9,GHCND:USW00013960
2000-07-03,Dallas County,TX,48113,29.4,33.9,25.0,0.0,5.8,21.4,62.1,GHCND:USW00013960
2000-07-04,Dallas County,TX,48113,28.9,34.4,23.3,0.0,6.5,19.9,58.4,GHCND:USW00013960
2000-07-05,Dallas County,TX,48113,29.4,34.4,24.4,0.0,4.8,20.4,58.4,GHCND:USW00013960
2000-07-06,Dallas County,TX,48113,29.4,34.4,24.4,0.0,4.1,19.4,54.8,GHCND:USW00013960
2000-07-07,Dallas County,TX,48113,30.6,35.6,25.0,0.0,3.7,19.9,52.8,GHCND:USW00013960
2000-07-08,Dallas County,TX,48113,31.1,36.1,26.1,0.0,4.0,20.8,54.4,GHCND:USW00013960
2000-07-09,Dallas County,TX,48113,32.2,36.7,27.2,0.0,4.3,19.8,47.9,GHCND:USW00013960
2000-07-10,Dallas County,TX,48113,31.1,36.1,26.1,0.0,5.8,19.9,51.3,GHCND:USW00013960
2000-07-11,Dallas County,TX,48113,31.1,36.7,25.6,0.0,5.4,20.2,52.3,GHCND:USW00013960
2000-07-12,Dallas County,TX,48113,32.8,38.3,26.7,0.0,4.8,19.4,45.4,GHCND:USW00013960
2000-07-13,Dallas County,TX,48113,33.9,39.4,27.8,0.0,3.5,19.8,43.7,GHCND:USW00013960
2000-07-14,Dallas County,TX,48113,33.3,38.9,27.8,0.0,2.2,21.2,49.3,GHCND:USW00013960
2000-07-15,Dallas County,TX,48113,34.4,39.4,28.9,0.0,3.9,21.4,46.9,GHCND:USW00013960
2000-07-16,Dallas County,TX,48113,33.9,39.4,28.3,0.0,4.6,17.5,37.7,GHCND:USW00013960
2000-07-17,Dallas County,TX,48113,32.8,38.9,26.7,0.0,4.2,15.4,35.0,GHCND:USW00013960
